,robust_w_stock,robust_w_bond,robust_w_bill,Dates
0,0.05017694090879381,0.8998185071450877,0.05000455194611825,1991-03-29
1,0.8999997349516841,0.05000011378443095,0.050000151264099096,1991-04-30
2,0.05000000022614558,0.89999999939435,0.05000000037950434,1991-05-31
3,0.8999996487983701,0.05000013890649497,0.050000212295135134,1991-06-28
4,0.8999997674435171,0.05000009498245559,0.05000013757402719,1991-07-31
5,0.22841192247246972,0.5946129335561092,0.17697514397141956,1991-08-30
6,0.8999995286440814,0.050000018029773274,0.05000045332614576,1991-09-30
7,0.39578204304532155,0.5542168880139589,0.0500010689413635,1991-10-31
8,0.8736805269987512,0.07631583220540056,0.05000364079586108,1991-11-29
9,0.743144327265431,0.204145720615233,0.05270995211933593,1991-12-31
10,0.4303565307286919,0.5196434626015555,0.05000000666994391,1992-01-31
11,0.4324406940176886,0.517536835131989,0.05002247085135322,1992-02-28
12,0.420601138747059,0.4878892102249064,0.09150965102804234,1992-03-31
13,0.43716587140562796,0.51282435859766,0.05000976999985418,1992-04-30
14,0.8552671207066633,0.09473087424409476,0.050002005049574486,1992-05-29
15,0.44208636631845644,0.4985323910587001,0.05938124262279094,1992-06-30
16,0.8523165829436941,0.097683205962502,0.05000021109372993,1992-07-31
17,0.8482270193047913,0.10176819230035022,0.05000478839475111,1992-08-31
18,0.847309790655322,0.10268252440636874,0.050007684938342976,1992-09-30
19,0.45277472617324427,0.4972168502275365,0.05000842359919282,1992-10-30
20,0.45565759106722664,0.49432130247670547,0.050021106455664495,1992-11-30
21,0.4577331483741891,0.4895848640031308,0.05268198762212197,1992-12-31
22,0.8408332931554247,0.10910024529803622,0.05006646154592693,1993-01-29
23,0.45692287004828336,0.48501503545863733,0.0580620944932749,1993-02-26
24,0.45929251166715984,0.4906126261565039,0.05009486217634521,1993-03-31
25,0.4593141052250972,0.4814652643390863,0.05922063043598394,1993-04-30
26,0.4594221895420158,0.48040016035602345,0.06017765010291649,1993-05-31
27,0.46226895479239655,0.47719840265019575,0.060532642557133656,1993-06-30
28,0.4619247716576405,0.4762255661477332,0.06184966219465898,1993-07-30
29,0.4623270923907334,0.47647185595813335,0.06120105165114699,1993-08-31
30,0.46432631917561007,0.4741214719868136,0.06155220883745541,1993-09-30
31,0.8334982196206665,0.11636823885987829,0.05013354151977301,1993-10-29
32,0.8328987070744241,0.11694694612681839,0.05015434680044571,1993-11-30
33,0.4664547774542584,0.46632850877993454,0.06721671377139954,1993-12-31
34,0.47336306017629,0.47640016191378654,0.05023677790985847,1994-01-31
35,0.48239979769973734,0.4675999181089719,0.0500002841911563,1994-02-28
36,0.7563256898730982,0.19141669769906888,0.05225761242786389,1994-03-31
37,0.4842921508725094,0.4527564253897944,0.0629514237380696,1994-04-29
38,0.8156793216117344,0.13432047750391335,0.0500002008843731,1994-05-31
39,0.8180130228970104,0.1319854990661819,0.05000147803680756,1994-06-30
40,0.4762423021071765,0.47374695634224984,0.050010741550604226,1994-07-29
41,0.47481782096735903,0.47141227889044013,0.05376990014254343,1994-08-31
42,0.47681384723868697,0.4731841019884285,0.0500020507733418,1994-09-30
43,0.47383640082204526,0.46707601865618065,0.05908758052173343,1994-10-31
44,0.4773415048450104,0.4726566330334702,0.050001862121515604,1994-11-30
45,0.8191419783680922,0.1308571591198886,0.05000086251207487,1994-12-30
46,0.8236360376393022,0.12635058140372518,0.05001338095694757,1995-01-31
47,0.8234784113606939,0.1265213871732058,0.0500002014661215,1995-02-28
48,0.8175422134258158,0.13245669442296537,0.05000109215093885,1995-03-31
49,0.7758927087113127,0.17220248778918823,0.05190480349818972,1995-04-28
50,0.8225825648149562,0.12741724851644945,0.05000018666666518,1995-05-31
51,0.8200409797433943,0.1299583268611011,0.05000069339524984,1995-06-30
52,0.8222387851331397,0.1277457212578349,0.05001549360883695,1995-07-31
53,0.82211692458295,0.1274106508443113,0.050472424571944924,1995-08-31
54,0.822039238644431,0.12795990831552706,0.050000853039867295,1995-09-29
55,0.820899139136755,0.12891705374081788,0.0501838071224147,1995-10-31
56,0.8194575469519992,0.13054165059162318,0.05000080245651292,1995-11-30
57,0.8203466528538778,0.12935270121913625,0.05030064592713829,1995-12-29
58,0.8208234865140279,0.12916876541036165,0.0500077480755934,1996-01-31
59,0.8204357355327057,0.1294556403830584,0.05010862408744799,1996-02-29
60,0.48112604723738306,0.46870031469527224,0.05017363806722652,1996-03-29
61,0.4804653639505063,0.46941475124994586,0.050119884800384505,1996-04-30
62,0.4804203949606253,0.46957102531293515,0.050008579726423696,1996-05-31
63,0.48038739300154343,0.46949793334082784,0.050114673657692344,1996-06-28
64,0.48050458743236824,0.46946073052266724,0.05003468204490142,1996-07-31
65,0.4799953064938023,0.4699795907970153,0.0500251027481504,1996-08-30
66,0.8203363544860357,0.129651847725903,0.05001179778807825,1996-09-30
67,0.8201333169486499,0.12986152220048539,0.05000516085188582,1996-10-31
68,0.8199699394847149,0.1297807156540966,0.0502493448611789,1996-11-29
69,0.8199140011014556,0.13006998118642749,0.05001601771225846,1996-12-31
70,0.8192883800250615,0.13070918504433704,0.05000243493041857,1997-01-31
71,0.4812058906651036,0.4687936784766002,0.050000430858418356,1997-02-28
72,0.8187570545515471,0.1312353394610002,0.05000760598748035,1997-03-31
73,0.8196162992964864,0.13035909339810717,0.05002460730563207,1997-04-30
74,0.8193619092607085,0.1306368185295676,0.05000127221249005,1997-05-30
75,0.8190616129958223,0.13093122126656515,0.050007165737603144,1997-06-30
76,0.8191459029351971,0.13069667322520528,0.0501574238395985,1997-07-31
77,0.819023891903898,0.13091014287478353,0.05006596522180632,1997-08-29
78,0.8192421935640961,0.1305313631208756,0.05022644331499453,1997-09-30
79,0.8192932995077956,0.13065305162424043,0.05005364886823129,1997-10-31
80,0.8192655506522771,0.13066557186696243,0.050068877480782537,1997-11-28
81,0.8188520264296341,0.13111210445813815,0.05003586911219618,1997-12-31
82,0.81785281979574,0.13214576601779227,0.05000141418645901,1998-01-30
83,0.8188747334577203,0.13108269942305045,0.050042567119095806,1998-02-27
84,0.8189228311652147,0.131076646313723,0.05000052252258992,1998-03-31
85,0.8189490608775082,0.1310268837602932,0.05002405536224551,1998-04-30
86,0.8187011190445639,0.12921635745491833,0.05208252350053034,1998-05-29
87,0.8184357798059371,0.13156175860477073,0.050002461599543094,1998-06-30
88,0.8178375548776818,0.13216090428776783,0.05000154083454093,1998-07-31
89,0.48189907144801847,0.4680230929838494,0.05007783556813465,1998-08-31
90,0.8188154074410664,0.13099560745979874,0.050188985099019257,1998-09-30
91,0.8187489022453455,0.1312121571541354,0.05003894060104746,1998-10-30
92,0.8185440157679736,0.13142056112980371,0.05003542310226834,1998-11-30
93,0.8174815536401958,0.13251802884005937,0.05000041751973311,1998-12-31
94,0.8183979896180448,0.13157713350394556,0.05002487687783723,1999-01-29
95,0.8175709797798465,0.1324130929122037,0.05001592730792499,1999-02-26
96,0.8175271710212848,0.13246947456212155,0.05000335441663393,1999-03-31
97,0.8185199647446977,0.1314187187541502,0.05006131650205408,1999-04-30
98,0.8180980744386793,0.13186623259387636,0.05003569296759797,1999-05-31
99,0.8180772454672648,0.13160497828445328,0.050317776248283416,1999-06-30
100,0.8174898733622875,0.13249042254809273,0.050019704090334724,1999-07-30
101,0.8185955771356148,0.13137181070618686,0.05003261215840556,1999-08-31
102,0.8174862381186009,0.13245631320743206,0.050057448673940956,1999-09-30
103,0.8174552079194622,0.13250825506603867,0.0500365370145813,1999-10-29
104,0.8170695053837135,0.13287200687339135,0.05005848774290891,1999-11-30
105,0.48252212732897454,0.46747286985399444,0.05000500281744116,1999-12-31
106,0.4831831678271585,0.4668097156125129,0.050007116601974336,2000-01-31
107,0.8183320809628393,0.1316618028360399,0.05000611620154866,2000-02-29
108,0.8179164357241918,0.132083264722266,0.050000299553539164,2000-03-31
109,0.8179401237484553,0.13203983789377585,0.050020038357714146,2000-04-28
110,0.8183119853733862,0.13168174647811737,0.05000626814835427,2000-05-31
111,0.8182681384292734,0.13173148749174174,0.05000037407278083,2000-06-30
112,0.8181837054468796,0.13152027536349697,0.0502960191897182,2000-07-31
113,0.7529310056339973,0.105336476553925,0.1417325178120165,2000-08-31
114,0.8178353006611977,0.13216447686588467,0.050000222472906156,2000-09-29
115,0.8182740078250503,0.13163821857908603,0.050087773595838575,2000-10-31
116,0.8174294942468778,0.13231492441756387,0.05025558133549447,2000-11-30
117,0.8183815364484028,0.13127339927272075,0.05034506427763558,2000-12-29
118,0.811236802348892,0.11650499791188057,0.07225819973994314,2001-01-31
119,0.8167550808447532,0.13324162313294025,0.05000329602177765,2001-02-28
120,0.817555546586327,0.13243954410264558,0.05000490931114232,2001-03-30
121,0.48093458598462724,0.42266272199937416,0.09640269201590183,2001-04-30
122,0.47898805170138126,0.4383998458911737,0.08261210240771724,2001-05-31
123,0.4872934116279614,0.3954771419320431,0.11722944643998881,2001-06-29
124,0.4805716676290424,0.4220651285532356,0.09736320381779746,2001-07-31
125,0.8168728919490035,0.13312644972334103,0.050000658327738125,2001-08-31
126,0.47828127778809476,0.43928932894829437,0.08242939326360012,2001-09-28
127,0.47999182177902683,0.462750059601399,0.05725811861800439,2001-10-31
128,0.4807557288627446,0.4691393894407477,0.05010488169738889,2001-11-30
129,0.48197871309059825,0.4680155585851951,0.05000572832406869,2001-12-31
130,0.48157195902055544,0.46842039753181414,0.05000764344772298,2002-01-31
131,0.48212623679444266,0.4678704087053364,0.050003354498597316,2002-02-28
132,0.48183944703325304,0.4677884507376944,0.05037210223217629,2002-03-29
133,0.4815874591492331,0.4683307679090033,0.050081772941370575,2002-04-30
134,0.8181681913607846,0.1318255681187101,0.05000624052051617,2002-05-31
135,0.48041998412028725,0.4665005901679942,0.05307942571170439,2002-06-28
136,0.4807568900109108,0.4674184412147927,0.05182466877501735,2002-07-31
137,0.4804121176569752,0.46665907015564184,0.05292881218744166,2002-08-30
138,0.48113684659400346,0.46884272379262737,0.05002042961337835,2002-09-30
139,0.4810615008845398,0.4685115868998643,0.05042691221558017,2002-10-31
140,0.481067633472887,0.4689222391247469,0.05001012740312269,2002-11-29
141,0.48243719495069204,0.46755760710688654,0.050005197942579814,2002-12-31
142,0.4825424814114927,0.4674516941028736,0.05000582448517098,2003-01-31
143,0.4811086539233533,0.468881495632854,0.05000985045587661,2003-02-28
144,0.818455891174262,0.13153250664844196,0.05001160217673102,2003-03-31
145,0.48088636171764604,0.46908219532320883,0.05003144295915538,2003-04-30
146,0.48145530720306823,0.468544544663361,0.050000148133687805,2003-05-30
147,0.8190256629136803,0.13097360110322068,0.05000073598657791,2003-06-30
148,0.4819014026780093,0.46803622017338375,0.05006237714880017,2003-07-31
149,0.8186562284335438,0.13134260199846526,0.050001169568289726,2003-08-29
150,0.481824072363973,0.46817354148795015,0.050002386148094075,2003-09-30
151,0.48184775407074104,0.4681503636885873,0.050001882242652895,2003-10-31
152,0.8183046152826463,0.13168098191271865,0.05001440280451242,2003-11-28
153,0.8182720833705771,0.1317190058047779,0.05000891082464685,2003-12-31
154,0.8184571427006959,0.13146873079460175,0.05007412650550415,2004-01-30
155,0.8184674173837466,0.13125818017202784,0.050274402444233514,2004-02-27
156,0.4818332856756569,0.4680176893582313,0.050149024966160895,2004-03-31
157,0.48223584279536685,0.46775380531606275,0.050010351888687375,2004-04-30
158,0.8180543344089442,0.13194419481459113,0.05000147077646264,2004-05-31
159,0.8178711105598653,0.13202538357925764,0.05010350586090839,2004-06-30
160,0.8182427723875133,0.13170807572491405,0.050049151887614045,2004-07-30
161,0.8182185927535993,0.13175413717254747,0.050027270073772084,2004-08-31
162,0.4787976951167088,0.4548777844548786,0.06632452042842472,2004-09-30
163,0.8177800492823599,0.1314620782812329,0.050757872436406615,2004-10-29
164,0.8174588399037653,0.12984441372231442,0.052696746373992395,2004-11-30
165,0.817870080039849,0.13118583168472084,0.050944088275432266,2004-12-31
166,0.8177167077070767,0.13142293880206085,0.050860353490193216,2005-01-31
167,0.8176670038541304,0.13139597909436718,0.050937017051427946,2005-02-28
168,0.8178633241648806,0.13149349604961177,0.050643179785571736,2005-03-31
169,0.8178875628235919,0.13166367311452226,0.050448764062126075,2005-04-29
170,0.8178718063256265,0.1317765496327858,0.050351644041159216,2005-05-31
171,0.8178307066461722,0.13216545449435663,0.050003838859518965,2005-06-30
172,0.8178799143524045,0.1319835756164007,0.05013651003121102,2005-07-29
173,0.8178125901270208,0.13197137994227548,0.050216029930782356,2005-08-31
174,0.8178482666973864,0.13210700788926885,0.05004472541311565,2005-09-30
175,0.817795739772968,0.13214291944738138,0.05006134077969697,2005-10-31
176,0.8176860939195892,0.13214764943531943,0.05016625664494763,2005-11-30
177,0.817748703344315,0.13224558234023753,0.05000571431583245,2005-12-30
178,0.8177344971345331,0.13224225049170146,0.050023252373112996,2006-01-31
179,0.8176402932285601,0.13215986891994574,0.05019983785279716,2006-02-28
180,0.8176253177908199,0.13224307398187968,0.05013160822732484,2006-03-31
181,0.8176324747582906,0.13230981642058026,0.05005770882116063,2006-04-28
182,0.8176290954376875,0.13236488841060823,0.050006016151460476,2006-05-31
183,0.8176780711673867,0.1322356700395289,0.050086258792912626,2006-06-30
184,0.8177488625000163,0.1321505274230394,0.05010061007704468,2006-07-31
185,0.81775315925476,0.13205641611668867,0.05019042462853244,2006-08-31
186,0.8177809233335134,0.1322106678685403,0.05000840879792842,2006-09-29
187,0.8178155437306094,0.13218426892787916,0.050000187397461704,2006-10-31
188,0.8177488041742672,0.1321584417394289,0.05009275408625658,2006-11-30
189,0.8176903284039291,0.13221624599657653,0.05009342559950158,2006-12-29
190,0.8177628489016476,0.1321476999780735,0.0500894511202843,2007-01-31
191,0.8177935574024133,0.13219468741702542,0.050011755180532455,2007-02-28
192,0.8178040140971127,0.13218039818424737,0.0500155877186461,2007-03-30
193,0.8177659913888837,0.13223216108761351,0.05000184752340354,2007-04-30
194,0.8177345341827814,0.13222840198615388,0.0500370638310529,2007-05-31
195,0.8177723525195512,0.1321519549620246,0.050075692518638616,2007-06-29
196,0.8179078405735958,0.13208566849905212,0.05000649092841198,2007-07-31
197,0.817704130455596,0.13138033542636446,0.05091553411688604,2007-08-31
198,0.8178957060047587,0.13208153341449946,0.05002276058091117,2007-09-28
199,0.8180000304007462,0.13196945117749284,0.050030518421627444,2007-10-31
200,0.47959877588347527,0.43137342926055516,0.08902779485580442,2007-11-30
201,0.49330780487036324,0.37910469356583104,0.12758750156380305,2007-12-31
202,0.4794071640226397,0.43205000179055664,0.08854283418634215,2008-01-31
203,0.48109900815076806,0.42080292406469333,0.09809806778453713,2008-02-29
204,0.48040881266481295,0.4248745596878607,0.09471662764712344,2008-03-31
205,0.48062058993355894,0.4245338387544217,0.09484557131201497,2008-04-30
206,0.4807607788962847,0.42330220221676695,0.09593701888695066,2008-05-30
207,0.4797481538743343,0.4299197855375911,0.09033206058809548,2008-06-30
208,0.4807486774167309,0.42314747114645146,0.09610385143666807,2008-07-31
209,0.47862883260214323,0.44186445301175087,0.07950671438613988,2008-08-29
210,0.4786740381241376,0.4515973013886699,0.06972866048729337,2008-09-30
211,0.4813197391415904,0.4683274701516191,0.0,2008-10-31
212,0.48066532447887544,0.46929671293433545,0.05003796258679373,2008-11-28
213,0.4977255366345126,0.3768341432429959,0.1254403201227125,2008-12-31
214,0.6007671677080532,0.22191773028403533,0.17731510200883754,2009-01-30
215,0.5636844525278004,0.26651287593494793,0.16980267153717685,2009-02-27
216,0.5187656954292832,0.3344749042063661,0.14675940036418927,2009-03-31
217,0.5331559764672509,0.3100010886095353,0.15684293492613058,2009-04-30
218,0.5378406700417503,0.3025077769307811,0.15965155302747558,2009-05-29
219,0.5834690484779539,0.24087946987051084,0.17565148165056071,2009-06-30
220,0.6532980609497672,0.1692451623924034,0.17745677665671244,2009-07-31
221,0.6686727245833968,0.15637830081375126,0.17494897460053158,2009-08-31
222,0.5995168027823031,0.2217715116986992,0.17871168551898026,2009-09-30
223,0.581925259867466,0.24195118816174194,0.17612355197089602,2009-10-30
224,0.590977875211868,0.2309663689840516,0.1780557558040114,2009-11-30
225,0.598442191322761,0.22232960518310146,0.17922820349421137,2009-12-31
226,0.5961001993141893,0.2250057743830139,0.1788940263025699,2010-01-29
227,0.5867582203219033,0.23598938736474512,0.1772523923133466,2010-02-26
228,0.5886403444975757,0.23375792899123787,0.177601726511307,2010-03-31
229,0.5894016132864754,0.232757860854987,0.17784052585855892,2010-04-30
230,0.7140749365150881,0.12489477542226957,0.16103028806264857,2010-05-31
231,0.5897667876831482,0.23210309558744036,0.17813011672943918,2010-06-30
232,0.6067637331901671,0.21297594139731774,0.18026032553064847,2010-07-30
233,0.5414270955443854,0.29526058952621376,0.16331231492936704,2010-08-31
234,0.6021848575938277,0.21776240797526286,0.18005273466968036,2010-09-30
235,0.601241004146156,0.21861710159774428,0.18014189426261168,2010-10-29
236,0.583402833399408,0.23909540468677493,0.17750176191369477,2010-11-30
237,0.5853356760790729,0.23663344778020412,0.17803087614555196,2010-12-31
238,0.5903450622040414,0.23078150375718237,0.1788734340428471,2011-01-31
239,0.5908993028485673,0.23005233370073164,0.1790483634549508,2011-02-28
240,0.5956032386101637,0.22448202698207614,0.17991473440637823,2011-03-31
241,0.6098212482842414,0.2087001537662212,0.1814785979472226,2011-04-29
242,0.572628116978024,0.2520347917521127,0.17533709126971048,2011-05-31
243,0.6168558543666284,0.20128745231581058,0.18185669331758864,2011-06-30
244,0.5562424142959794,0.27437256162100776,0.16938502408271816,2011-07-29
245,0.5696414115909437,0.25566642394368755,0.17469301954678157,2011-08-31
246,0.5930687072048682,0.22739957900292085,0.17953171379538668,2011-09-30
247,0.5560802439799348,0.27328279214575096,0.1706369638753373,2011-10-31
248,0.5677665049842517,0.25766899693813283,0.17456449807832014,2011-11-30
249,0.5761169674486323,0.24750851803184065,0.17637451451969766,2011-12-30
250,0.6091206202631164,0.21047975780106848,0.18039962237538515,2012-01-31
251,0.5700566516666612,0.2564134989072267,0.17352984942610067,2012-02-29
252,0.6131962626522715,0.20614085243283226,0.18066288663597901,2012-03-30
253,0.5931445791173244,0.228425292400176,0.1784301284820335,2012-04-30
254,0.6211424515878663,0.19791594582998823,0.18094160364317868,2012-05-31
255,0.6230429589062287,0.19602010734648406,0.18093693403596883,2012-06-29
256,0.621461311099097,0.1975873160405981,0.18095137410375012,2012-07-31
257,0.5975259593288299,0.22281003063919796,0.179664010032196,2012-08-31
258,0.5823814790993189,0.2406993999661331,0.17691912093441048,2012-09-28
259,0.6356920324975897,0.18365445594934882,0.18065351155622372,2012-10-31
260,0.6378129765659386,0.18157025905832713,0.1806167643757322,2012-11-30
261,0.6272538500989073,0.19144149256522197,0.18130465733587164,2012-12-31
262,0.6292635772981858,0.1895408657363843,0.18119555695749556,2013-01-31
263,0.6257970312661771,0.19298338149173766,0.18121958724207404,2013-02-28
264,0.6279444807614682,0.19080521217066015,0.18125030706787632,2013-03-29
265,0.6263871826144871,0.1920898527482689,0.18152296463725315,2013-04-30
266,0.6174439384310351,0.2009260937398183,0.18162996782820828,2013-05-31
267,0.6044319405989279,0.21451351266628738,0.1810545467349079,2013-06-28
268,0.6063351484883636,0.21243019902686644,0.18123465248360943,2013-07-31
269,0.6127745439029858,0.20550628927029252,0.18171916682670947,2013-08-30
270,0.6113999796762088,0.20680864059913046,0.18179137972452525,2013-09-30
271,0.6046742997750882,0.21418513397557004,0.18114056624896996,2013-10-31
272,0.5978696370294284,0.22174559288843082,0.18038477008189258,2013-11-29
273,0.611498308270674,0.20702595231754573,0.18147573941182166,2013-12-31
274,0.6131882643477008,0.2050612180108753,0.18175051764142353,2014-01-31
275,0.6117504614239583,0.20693147728501332,0.18131806129182948,2014-02-28
276,0.6101728562781963,0.20854337050521954,0.18128377321639272,2014-03-31
277,0.6169707670074644,0.20136490055575967,0.18166433242714453,2014-04-30
278,0.6165228339709276,0.20186205687236353,0.18161510915715212,2014-05-30
279,0.6170203320112262,0.20130499694392817,0.18167467104486373,2014-06-30
280,0.6206954123602362,0.19748731207950043,0.1818172755600494,2014-07-31
281,0.6169837081640033,0.20118299882995072,0.18183329300549989,2014-08-29
282,0.6194176607915074,0.19860792993101722,0.18197440927815167,2014-09-30
283,0.6195485881260628,0.19829695182639512,0.18215446004792057,2014-10-31
284,0.6159034231772809,0.20221982917892561,0.18187674764400297,2014-11-28
285,0.6177502488461247,0.20054573709395174,0.1817040140599933,2014-12-31
286,0.6145918499043058,0.20362468196785805,0.18178346815905744,2015-01-30
287,0.6239639881997463,0.19415955762760012,0.18187645416733145,2015-02-27
288,0.6180242177862518,0.20015715949501955,0.1818186227187059,2015-03-31
289,0.6196536068311636,0.1983147810092682,0.18203161216499558,2015-04-30
290,0.6194412292643077,0.19848685713355896,0.0,2015-05-29
291,0.6193745782942676,0.19851546116850788,0.18210996053720568,2015-06-30
292,0.567842529822092,0.25906106820648267,0.17309640197143683,2015-07-31
293,0.5687654659286062,0.25783333217431026,0.0,2015-08-31
294,0.5602524740358991,0.268762355622632,0.17098517033944266,2015-09-30
295,0.673089783687712,0.15026591740581005,0.17664429890728356,2015-10-30
296,0.6206244217187806,0.19651826201553435,0.18285731626584528,2015-11-30
297,0.5736661853339347,0.24905741279937382,0.17727640186591676,2015-12-31
298,0.5819632818892682,0.23898419079884253,0.1790525273116479,2016-01-29
299,0.7005233590023113,0.1315390457333671,0.16793759526475002,2016-02-29
300,0.5552430032525355,0.2732404856450376,0.17151651110233176,2016-03-31
301,0.5932192747146883,0.22580955283489557,0.18097117244630367,2016-04-29
302,0.6639971133050213,0.15761990267975362,0.17838298401522013,2016-05-31
303,0.6534096442350361,0.1663531623924855,0.1802371933724679,2016-06-30
304,0.6515227951532758,0.1679475208161323,0.18052968403058056,2016-07-29
305,0.6645071123228845,0.15717417545324447,0.17831871222386614,2016-08-31
306,0.6631872086649447,0.1581821247554618,0.17863066657959248,2016-09-30
307,0.6524358233450153,0.167020576393554,0.1805436002618095,2016-10-31
308,0.6584780971167065,0.16190533067135926,0.1796165722118026,2016-11-30
309,0.6607246243253162,0.16005633410799136,0.17921904156671464,2016-12-30
310,0.6582621400168585,0.16203487793682522,0.17970298204631546,2017-01-31
311,0.6687860621368316,0.1536198535470767,0.1775940843157015,2017-02-28
312,0.6689217542446971,0.15343538534555812,0.17764286040942567,2017-03-31
313,0.6746922169761911,0.14902923804160506,0.17627854498231965,2017-04-28
314,0.6862850978519113,0.1405723075211231,0.17314259462683299,2017-05-31
315,0.6841655125447904,0.1420179072006292,0.17381658025434804,2017-06-30
316,0.6848289415317184,0.14156822928101198,0.17360282918726172,2017-07-31
317,0.6864086509037959,0.14044537563661302,0.1731459734599154,2017-08-31
318,0.6779566221205173,0.146428130151034,0.17561524772842063,2017-09-29
319,0.6851191762240876,0.1412183172896557,0.17366250648625647,2017-10-31
320,0.6927891453940241,0.1359664050497248,0.17124444955726242,2017-11-30
321,0.6668870366543387,0.15459708467033378,0.17851587867532637,2017-12-29
322,0.6796901245147083,0.14493403212680323,0.17537584335850226,2018-01-31
323,0.697888782861096,0.13248778161790348,0.1696234355234732,2018-02-28
324,0.6890586536097811,0.13824227941750544,0.1726990669733403,2018-03-30
325,0.6906536455253485,0.13708547787586994,0.1722608765986478,2018-04-30
326,0.68453743307197,0.141236590141323,0.17422597678812551,2018-05-31
327,0.6857238499710365,0.14040968251103375,0.17386646751664897,2018-06-29
328,0.6724265464843653,0.15000092317551944,0.1775725303401562,2018-07-31
329,0.691887956261862,0.13612547502565558,0.17198656871272217,2018-08-31
330,0.5709845117506108,0.2507087386165641,0.1783067496328291,2018-09-28
331,0.694080733463515,0.13460227877269543,0.17131698776366183,2018-10-31
332,0.6315983864977611,0.18440408863418734,0.18399752487097865,2018-11-30
333,0.5570045524425837,0.26885970110328006,0.17413574645413998,2018-12-31
334,0.7137201346727476,0.12288485401928052,0.16339501130794062,2019-01-31
335,0.7381522444841024,0.11143972635118446,0.15040802916456253,2019-02-28
336,0.7307941561041422,0.11450158388776684,0.1547042600080898,2019-03-29
337,0.6745281539503778,0.14817827002328954,0.17729357602633017,2019-04-30
338,0.746405004330737,0.1084681364695591,0.14512685919982315,2019-05-31
339,0.7465143136523169,0.10844424911400041,0.14504143778011708,2019-06-28
